distance_km,weight_kg,volume_l,urgency,hour,day_of_week,demand_score,price
38.43,2.1,30.4,normal,20,5,1.21,611.24
7.89,16.7,62.7,same_day,5,0,0.95,358.87
10.87,22.8,63.6,normal,8,0,1.08,291.07
1.85,16.8,30.2,express,5,3,0.63,102.21
9.92,12.7,8.1,normal,9,0,0.83,163.49
21.45,23.1,73.7,normal,7,2,1.47,602.24
7.08,18.5,17.4,express,7,4,1.35,358.22
30.88,10.6,50.7,express,19,6,0.88,572.05
42.94,22.8,19.9,same_day,18,5,1.37,1600.83
20.75,4.8,24.3,express,6,0,1.13,527.86
8.4,24.2,23.5,express,1,1,1.34,394.94
27.13,24.7,46.6,express,21,0,0.91,598.14
18.36,15.2,9.2,same_day,23,2,1.31,690.99
7.98,19.7,27.2,same_day,12,1,1.32,472.05
38.45,19.2,11.4,express,21,2,0.51,415.4
44.74,22.5,37.2,same_day,8,1,0.53,644.22
11.65,14.0,54.5,express,12,0,0.99,337.96
25.53,7.0,13.3,same_day,22,5,0.56,376.27
2.6,5.1,50.4,normal,19,0,1.02,121.72
22.71,16.8,58.4,normal,17,1,1.16,450.83
28.2,22.5,40.4,same_day,12,2,0.77,597.61
31.98,2.0,70.3,normal,18,2,1.3,640.75
31.88,10.1,17.4,normal,9,6,0.57,254.41
14.67,7.6,23.3,express,1,3,0.71,240.18
44.21,10.9,34.5,express,11,0,0.72,637.94
30.97,17.7,20.3,normal,16,4,0.53,255.4
39.72,24.6,55.9,express,21,4,1.16,1010.63
38.79,2.1,42.5,express,3,1,1.14,901.49
8.39,13.7,76.6,normal,1,6,0.87,187.62
31.22,2.1,34.9,normal,4,3,1.46,654.55
24.06,8.3,63.6,express,6,6,0.7,387.5
31.75,22.4,57.7,normal,18,5,1.33,688.92
39.36,20.2,39.8,normal,22,0,1.46,873.3
23.75,11.1,30.7,express,19,5,0.76,409.85
37.88,22.1,19.8,express,13,1,1.45,1084.19
2.24,24.7,4.8,normal,23,2,1.14,142.67
8.08,7.9,34.3,express,2,3,1.08,264.52
25.3,9.8,29.5,normal,22,6,1.14,441.84
39.43,13.2,77.2,normal,5,4,1.28,777.37
8.56,1.8,45.1,same_day,13,0,1.36,457.1
22.88,22.9,48.4,express,12,3,1.14,636.48
10.33,23.8,3.4,normal,19,1,0.69,152.64
13.24,1.3,70.0,normal,8,6,0.85,214.47
10.94,23.6,29.0,express,3,5,0.51,170.92
29.62,7.8,62.3,normal,10,6,0.7,315.97
18.79,18.9,39.7,express,3,4,1.05,477.31
16.36,8.9,58.9,same_day,20,0,1.25,671.53
4.74,21.9,41.7,express,23,6,1.33,315.36
13.2,21.7,18.8,express,0,2,1.34,482.58
34.93,12.1,40.8,normal,5,4,1.35,681.83
33.71,10.7,63.5,normal,13,5,1.35,696.93
25.44,12.9,68.0,same_day,20,0,0.53,384.98
36.26,3.9,75.9,same_day,11,1,0.64,633.4
29.01,4.2,15.9,same_day,7,5,1.31,974.44
29.6,20.0,54.6,express,0,0,1.16,770.34
31.97,23.7,45.4,same_day,5,6,1.03,891.97
38.64,21.3,23.9,same_day,2,1,1.14,1108.31
9.71,19.0,51.2,express,2,2,1.25,403.39
5.05,17.7,4.4,normal,13,1,1.35,207.38
24.25,4.4,76.7,normal,6,6,0.53,204.09
17.71,1.8,36.2,normal,7,5,1.05,283.87
25.34,7.5,74.4,express,0,2,1.08,639.08
28.45,14.8,73.0,normal,5,6,1.19,519.51
43.7,4.5,40.3,normal,9,3,0.94,557.06
3.5,22.6,14.9,same_day,0,1,0.58,151.8
33.85,23.4,30.9,same_day,0,1,0.98,914.08
19.66,14.2,45.7,express,2,5,1.4,678.93
5.99,3.2,21.6,normal,1,0,0.67,88.67
19.06,15.8,58.0,express,19,4,0.65,293.66
1.11,6.9,57.1,express,13,4,1.49,228.7
7.33,10.4,11.1,express,2,2,1.31,303.29
4.16,16.5,34.8,express,18,0,1.14,228.16
2.93,4.6,43.3,same_day,23,2,1.28,264.83
18.39,7.9,51.5,same_day,3,2,0.91,514.88
12.12,2.2,23.7,normal,4,0,1.01,205.69
10.65,3.1,48.1,normal,10,3,1.49,312.57
13.04,18.8,29.8,express,7,2,0.58,201.85
33.2,23.3,71.0,normal,5,6,1.48,793.94
29.74,2.2,68.7,express,17,1,0.95,609.69
16.82,13.1,67.2,express,23,4,1.18,516.59
32.74,10.7,44.8,normal,15,2,1.45,727.21
23.82,24.4,69.9,express,23,3,0.72,423.91
18.21,20.7,35.7,express,6,1,1.13,506.15
1.38,24.6,10.8,normal,15,0,0.66,82.51
34.94,9.2,15.1,same_day,17,0,0.98,855.79
30.49,12.1,23.1,express,17,0,0.72,470.05
9.16,20.0,69.1,express,13,6,0.95,305.94
37.09,16.6,26.3,normal,1,1,0.87,480.99
26.7,6.2,50.1,normal,2,4,0.81,332.76
11.7,6.6,6.7,express,12,3,1.4,412.64
42.09,21.5,2.9,same_day,19,4,0.68,709.94
13.06,13.4,11.3,same_day,23,1,0.93,383.71
1.36,15.6,68.7,normal,21,3,0.85,108.12
12.6,10.9,65.6,express,17,6,0.87,323.21
42.82,7.1,42.6,same_day,14,0,0.74,824.51
12.23,9.6,39.3,normal,23,3,1.44,328.64
3.31,7.2,14.7,same_day,1,3,0.51,104.38
1.2,3.6,65.3,same_day,2,3,1.01,196.41
10.98,12.7,79.6,same_day,3,5,0.62,285.43
32.34,5.6,37.3,same_day,15,3,0.86,759.14
35.76,4.1,72.7,same_day,11,6,0.88,809.78
1.03,3.3,7.8,express,9,4,1.43,147.73
21.6,22.3,36.5,normal,0,1,0.9,347.1
38.37,21.9,74.0,express,0,4,1.14,899.11
12.82,4.7,12.3,normal,2,0,0.77,164.32
39.55,12.0,9.7,express,14,1,0.59,454.97
39.57,6.4,48.9,express,5,6,0.94,724.46
24.27,10.1,72.4,same_day,19,2,0.99,687.34
41.07,4.9,23.2,normal,17,2,0.83,467.72
12.19,16.0,47.7,express,5,3,0.63,232.72
20.26,3.4,31.2,normal,22,0,0.56,182.82
44.67,23.9,33.4,same_day,12,1,0.68,758.53
11.0,3.4,16.5,same_day,16,2,1.37,472.32
17.31,5.8,2.0,express,4,3,0.58,217.43
23.75,9.4,39.0,express,5,5,1.46,796.05
20.06,13.2,57.9,same_day,14,3,1.06,677.15
43.83,15.0,36.6,normal,12,6,0.89,533.95
31.79,14.0,38.2,same_day,17,2,1.46,1222.84
13.85,18.6,40.7,express,7,5,0.95,372.38
23.0,21.6,51.1,normal,1,2,0.72,275.83
13.94,12.2,10.1,same_day,21,4,0.52,222.77
27.48,15.9,20.1,normal,4,0,0.67,285.37
7.64,5.7,46.9,normal,5,1,1.08,194.67
23.7,22.3,15.1,express,4,4,1.04,550.03
30.64,5.2,31.0,same_day,23,4,1.41,1082.7
33.98,13.3,73.8,normal,1,4,0.85,457.02
29.01,14.1,43.6,same_day,13,1,1.14,882.68
39.06,9.7,29.0,normal,17,0,1.25,682.3
39.13,11.7,23.9,normal,11,0,1.5,799.13
2.54,0.5,21.4,normal,23,2,1.2,108.25
8.64,14.1,19.5,normal,12,6,1.18,219.74
41.09,15.5,69.9,same_day,23,2,0.69,740.07
22.32,10.5,5.1,same_day,11,5,1.33,831.95
29.88,10.1,71.5,express,9,2,0.88,559.72
12.3,2.2,69.5,same_day,9,4,1.02,433.55
38.28,0.9,23.9,normal,21,6,1.01,545.76
43.23,24.1,23.3,express,19,3,0.98,866.03
8.14,0.9,30.2,same_day,17,3,1.12,331.99
13.93,23.7,49.7,express,13,1,1.11,470.87
10.77,24.0,48.6,normal,11,3,0.63,150.88
42.91,13.8,59.6,same_day,12,1,1.16,1259.45
20.65,21.9,13.4,same_day,14,5,0.65,388.23
4.97,13.8,70.5,same_day,17,5,0.64,195.75
38.19,10.4,32.6,normal,23,1,0.83,463.04
16.07,2.5,16.3,same_day,9,3,0.96,432.19
8.99,21.8,11.6,express,13,2,1.36,402.77
28.43,14.5,44.1,normal,19,2,0.59,253.85
37.33,13.9,50.4,express,11,0,1.37,1035.85
27.77,4.6,65.6,same_day,10,3,1.43,1064.73
32.1,8.6,7.4,normal,11,1,0.54,245.77
33.96,4.9,71.5,same_day,7,4,1.02,925.1
27.09,8.3,3.0,express,5,5,0.8,435.52
18.98,14.0,50.6,normal,3,1,1.45,494.53
40.99,2.7,53.9,express,20,6,1.3,1026.49
7.23,23.8,37.7,normal,22,4,1.29,250.27
24.69,21.7,31.1,same_day,5,4,0.73,509.03
14.8,8.4,33.1,normal,6,4,0.86,214.14
10.21,17.9,57.0,same_day,19,1,1.39,570.57
17.55,16.0,6.0,express,23,0,0.64,264.51
29.96,24.1,72.0,normal,4,4,1.34,661.81
6.19,19.2,51.6,normal,18,3,0.84,159.63
13.46,1.3,32.3,normal,12,6,0.92,202.01
42.35,19.1,37.5,express,9,2,0.77,638.04
39.08,22.8,25.7,normal,6,2,0.82,452.91
37.35,8.6,48.5,normal,15,5,0.83,460.68
37.45,11.8,7.1,same_day,23,0,1.41,1302.87
21.97,9.6,49.7,normal,15,6,0.74,252.2
3.04,16.2,47.6,same_day,2,4,0.5,122.83
30.44,5.3,4.8,express,10,2,1.01,616.95
23.53,1.0,76.6,express,19,5,0.55,290.41
21.24,16.6,70.8,express,6,6,0.84,417.41
4.29,7.7,13.1,express,10,1,0.72,129.28
18.76,3.2,75.6,normal,11,4,0.81,260.29
18.97,1.2,1.2,normal,8,6,0.88,258.11
21.14,2.8,52.7,normal,21,2,1.12,392.9
35.9,6.7,64.3,same_day,21,4,1.09,996.07
26.6,8.4,61.4,express,7,6,0.77,470.69
37.74,16.6,32.5,same_day,16,3,0.93,888.74
1.39,10.1,77.7,same_day,22,4,0.86,185.63
43.49,5.8,12.0,normal,20,5,1.29,741.53
15.24,7.1,28.2,same_day,12,6,0.94,428.21
34.32,8.1,72.1,express,15,3,0.52,387.06
44.88,7.0,62.8,normal,14,5,1.26,783.79
28.6,2.1,49.8,normal,2,1,0.72,310.57
35.05,7.4,23.3,normal,16,1,0.96,463.18
41.27,11.1,49.9,normal,10,3,0.92,563.2
25.06,12.1,40.3,same_day,19,5,0.6,413.64
19.37,0.7,2.8,express,22,0,0.96,370.07
33.59,7.3,1.2,same_day,3,3,0.85,698.86
9.75,15.5,26.0,express,10,2,0.91,258.78
23.97,11.5,5.6,same_day,1,4,0.53,363.26
12.89,0.7,34.0,normal,18,0,0.53,112.78
11.39,9.7,41.4,express,20,1,0.79,250.65
32.18,24.4,24.2,normal,0,6,1.05,523.64
38.58,4.1,70.4,express,0,2,0.52,409.04
41.86,1.9,19.1,express,14,4,0.98,788.04
24.05,24.1,29.2,same_day,16,5,1.1,799.05
30.63,16.1,64.9,express,6,1,0.86,569.14
8.22,8.3,25.0,normal,0,4,1.3,222.7
2.02,1.6,54.6,same_day,15,2,0.5,91.67
25.51,12.4,6.1,same_day,0,1,0.9,607.7
26.9,15.2,13.6,same_day,6,4,1.45,1085.07
2.84,3.6,23.7,express,2,5,1.01,149.79
5.47,3.0,3.5,normal,12,1,1.42,169.71
30.62,1.7,46.3,normal,4,4,0.53,235.07
28.29,4.0,38.5,express,5,5,0.77,452.35
29.28,2.7,2.4,express,19,3,0.78,460.31
3.11,6.8,17.8,express,19,3,0.6,96.48
12.03,16.4,70.2,same_day,4,5,1.04,472.88
16.69,22.3,62.5,express,3,3,0.92,432.67
29.33,19.7,73.0,express,10,5,0.54,349.43
17.7,10.0,32.9,same_day,20,6,0.68,371.46
30.19,20.6,37.9,express,22,0,1.06,691.29
15.66,6.8,66.1,normal,16,6,1.41,410.75
10.74,20.2,2.7,express,12,1,1.5,482.83
26.98,14.1,61.0,normal,7,0,0.71,294.86
24.86,14.1,13.3,same_day,12,1,0.84,579.54
4.11,19.0,24.2,normal,0,2,0.58,86.67
21.01,16.1,57.4,normal,21,0,1.19,430.95
5.93,18.9,28.8,same_day,20,3,1.37,410.3
23.99,20.2,47.5,express,20,4,1.21,700.22
9.0,24.8,40.2,normal,19,2,1.12,250.14
6.28,18.8,28.9,normal,11,6,1.25,213.61
37.03,24.5,21.5,normal,16,2,0.82,437.62
42.62,11.5,38.8,express,15,4,1.29,1143.56
23.37,5.4,12.9,express,16,4,0.51,235.95
28.33,24.4,8.6,same_day,2,5,1.24,951.98
24.19,3.6,77.6,same_day,13,0,0.81,583.32
15.6,1.7,6.6,express,4,0,0.87,288.64
28.89,17.3,39.0,express,23,1,1.38,878.84
10.55,12.5,26.6,same_day,16,3,0.82,318.97
3.27,5.4,1.4,normal,5,2,0.81,85.14
3.88,14.8,27.1,express,6,6,1.39,266.96
36.21,18.6,10.1,normal,19,3,1.47,789.86
7.42,18.6,60.7,normal,16,5,0.57,119.03
44.95,7.8,71.4,express,16,2,1.37,1230.64
22.68,6.9,45.8,same_day,16,4,1.04,684.35
30.09,10.0,36.4,normal,14,3,0.84,365.89
37.42,19.5,9.6,normal,21,1,1.01,561.84
24.66,0.8,38.6,normal,22,0,0.88,313.24
37.04,19.7,64.1,express,18,0,1.35,1121.85
10.73,24.9,59.4,express,23,4,0.66,239.69
12.81,12.6,52.0,same_day,20,1,0.7,326.05
18.62,14.2,42.9,express,16,3,1.09,491.71
25.09,18.6,18.4,same_day,9,0,0.59,418.74
11.56,1.7,56.5,normal,10,6,1.42,316.99
21.13,23.0,5.1,same_day,14,4,1.05,660.74
8.46,20.8,3.5,express,1,4,0.63,164.15
1.0,1.6,34.2,same_day,9,6,1.33,201.71
12.79,16.1,4.5,normal,16,4,0.79,182.4
32.12,8.1,49.9,normal,3,4,1.26,601.17
32.97,13.2,62.2,normal,3,6,1.29,656.83
24.61,16.1,4.0,express,2,2,1.45,742.04
18.42,16.3,63.4,express,7,4,1.49,732.93
11.14,7.3,64.5,normal,12,0,0.96,212.67
35.7,6.2,19.0,express,16,3,1.46,975.33
27.03,2.2,27.6,express,4,6,1.09,572.5
28.27,2.1,48.1,same_day,7,0,1.09,817.14
29.14,14.8,41.9,express,9,4,1.12,730.56
13.73,11.7,24.7,normal,14,4,1.31,339.02
17.16,3.3,42.7,express,7,6,1.36,514.58
28.84,16.0,42.0,express,16,4,1.4,843.32
18.54,19.1,31.4,express,16,0,1.11,524.93
16.19,7.2,28.2,express,15,6,1.19,471.54
6.97,1.5,39.4,express,17,6,0.58,127.16
37.0,15.3,78.3,express,16,1,1.33,1008.82
31.94,0.9,55.2,normal,2,0,1.27,593.5
28.64,23.3,34.8,same_day,13,2,0.93,797.29
13.59,21.3,49.0,same_day,13,6,0.53,277.29
12.8,5.7,47.9,express,9,1,1.32,434.68
25.72,12.4,44.6,same_day,3,5,1.31,928.18
2.58,8.7,7.7,normal,12,5,0.98,97.26
13.75,4.9,22.1,express,4,6,1.13,355.83
3.89,14.3,9.6,same_day,1,3,1.39,316.82
28.57,17.4,15.4,express,15,1,1.15,709.53
18.82,10.3,19.2,express,8,6,1.48,644.39
4.62,11.2,14.4,express,4,2,0.77,145.82
12.11,7.2,13.2,same_day,3,0,0.52,208.19
24.01,9.7,61.5,express,20,4,1.15,620.83
34.85,1.4,44.5,same_day,2,1,0.75,692.59
2.69,24.6,17.0,express,3,5,0.85,160.52
31.37,1.2,50.0,same_day,23,3,1.24,1060.32
31.48,3.0,61.5,express,3,3,0.76,510.6
13.7,8.0,65.2,same_day,7,2,1.2,551.99
14.73,17.0,21.2,normal,14,6,0.71,190.29
30.57,14.6,57.1,same_day,13,6,1.1,949.39
23.79,13.0,38.2,normal,11,5,1.14,453.76
43.07,9.9,56.1,same_day,1,2,1.28,1384.37
32.05,10.0,20.9,same_day,3,6,1.11,915.0
44.23,17.7,31.3,same_day,14,1,0.53,602.06
21.09,6.6,39.6,express,0,2,0.71,331.63
40.57,11.9,6.0,express,18,3,1.42,1072.57
24.11,13.8,1.5,normal,7,3,1.24,452.72
23.41,9.8,2.6,express,19,0,0.68,334.46
40.45,7.2,50.5,same_day,14,4,0.67,695.02
20.42,9.6,76.4,express,0,3,0.83,392.1
37.64,19.5,51.3,normal,0,3,1.27,735.7
35.66,11.0,45.3,same_day,17,5,0.67,649.68
44.18,11.3,26.8,same_day,5,6,0.61,677.9
34.79,16.3,15.3,normal,12,1,1.15,570.62
12.92,24.6,68.1,normal,10,4,0.87,262.61
20.68,6.0,68.7,same_day,13,6,1.44,874.42
16.52,2.3,10.9,express,16,0,0.64,236.87
10.48,19.5,22.3,normal,8,4,1.04,235.54
1.25,22.3,66.2,normal,5,0,1.16,170.91
39.17,4.0,44.1,same_day,14,3,0.63,643.15
23.64,4.0,37.3,same_day,20,6,0.74,497.04
21.72,6.7,58.7,same_day,18,6,0.67,415.56
17.5,5.6,15.4,express,21,2,1.49,557.8
14.07,13.9,51.3,normal,20,1,0.92,254.14
34.03,20.0,64.1,express,1,1,1.01,744.55
38.75,16.0,3.4,normal,10,5,0.96,501.03
26.18,20.5,53.4,normal,22,1,0.88,376.49
13.62,9.7,15.3,same_day,1,1,0.7,315.23
7.2,5.5,6.0,same_day,2,4,1.16,321.05
27.89,3.0,15.6,same_day,10,2,0.52,365.73
40.21,24.1,58.6,express,12,1,0.76,643.03
32.48,20.3,64.8,normal,12,0,1.05,515.73
43.44,23.2,2.7,express,16,1,0.69,570.33
29.25,18.5,55.7,same_day,10,0,1.44,1201.49
26.21,19.8,74.3,express,6,0,1.25,789.22
13.93,10.3,8.1,express,14,1,0.83,276.99
28.54,19.2,2.9,same_day,8,2,1.47,1090.03
30.03,1.4,17.5,normal,17,0,0.7,297.93
26.73,22.4,51.1,normal,14,4,0.76,333.1
41.19,12.8,71.7,same_day,21,3,0.97,1042.36
17.93,4.6,55.3,express,13,6,0.81,343.42
21.54,24.6,65.4,express,11,5,1.08,595.14
27.27,3.9,65.2,express,5,6,0.94,549.2
7.77,3.4,12.1,express,20,5,0.58,123.13
33.31,11.7,5.0,same_day,19,4,0.76,677.05
12.01,13.3,42.7,same_day,21,2,0.5,219.74
5.14,9.4,54.5,same_day,7,3,0.71,209.41
32.63,21.4,51.0,express,1,1,0.71,490.32
31.58,4.5,58.3,same_day,4,0,1.08,942.61
14.22,11.3,21.8,same_day,18,4,1.15,509.03
2.41,10.1,62.1,normal,18,3,0.87,114.1
40.54,17.1,49.2,normal,19,5,0.6,363.87
8.65,23.8,42.2,same_day,8,3,0.5,190.96
41.78,9.6,3.5,same_day,4,6,1.1,1123.21
28.09,5.9,21.9,express,2,3,1.15,655.39
1.55,12.4,19.3,express,14,2,1.18,177.52
24.41,6.7,41.6,same_day,11,0,1.04,685.35
27.21,10.9,69.6,same_day,0,2,0.55,421.19
25.91,22.0,70.8,express,9,1,0.63,392.67
7.48,16.8,10.7,express,4,1,0.86,206.49
10.96,18.6,47.5,same_day,22,2,0.75,325.96
4.11,10.7,35.6,express,15,0,1.1,203.86
7.46,15.4,63.7,normal,16,0,0.65,128.95
4.37,2.1,43.8,express,9,4,1.38,238.39
7.87,19.8,15.6,express,13,4,1.23,326.93
7.78,16.3,75.0,normal,8,0,0.71,146.4
25.89,19.9,76.7,same_day,16,3,1.18,941.22
20.45,3.7,33.4,normal,20,0,0.55,172.09
9.63,24.0,42.9,express,11,6,1.21,390.73
29.98,12.7,20.4,express,13,2,1.39,879.29
12.53,13.9,45.4,same_day,3,3,0.9,415.38
15.34,23.0,78.0,express,21,1,0.73,314.21
40.53,16.4,23.8,same_day,20,2,0.65,696.54
17.05,20.0,54.4,normal,5,3,1.18,368.94
1.68,23.1,38.5,express,16,6,1.01,191.93
1.01,23.1,60.8,same_day,20,0,1.16,279.41
12.83,17.0,6.6,same_day,18,5,0.61,270.97
37.92,10.8,8.6,normal,17,1,1.32,729.44
10.2,15.4,48.8,express,18,0,0.92,295.67
15.08,2.8,75.9,express,12,0,0.64,256.27
12.09,7.7,13.3,express,3,2,0.66,210.65
17.49,3.9,74.2,express,4,1,1.24,512.58
6.81,5.1,21.4,express,7,2,1.25,266.7
18.76,18.5,55.8,express,12,6,1.35,619.04
6.81,4.9,1.9,normal,6,3,1.46,216.61
23.77,13.4,72.2,normal,21,1,1.27,503.77
31.13,9.5,43.8,normal,18,3,0.95,443.81
11.08,19.0,38.4,express,20,5,0.92,300.35
12.59,11.7,52.3,same_day,4,6,1.39,638.65
34.33,6.7,64.2,same_day,0,4,0.54,475.76
4.24,9.4,29.2,normal,14,2,1.28,164.84
16.01,22.5,44.6,normal,8,6,0.56,179.85
34.02,2.5,42.0,normal,3,6,0.93,451.72
27.89,24.2,22.8,same_day,5,5,0.96,749.67
16.68,22.6,54.7,normal,6,2,1.12,367.12
23.58,16.7,15.5,express,7,2,1.48,805.2
10.89,4.0,56.5,same_day,5,2,0.84,316.69
18.36,23.8,79.3,normal,16,3,1.03,354.76
28.31,13.5,48.5,same_day,13,5,1.44,1139.55
1.92,19.2,58.3,express,3,0,0.75,147.43
6.12,4.9,20.3,same_day,7,1,1.06,285.98
38.54,2.7,30.4,same_day,23,3,1.35,1309.38
18.53,5.8,21.0,same_day,9,3,0.78,419.93
23.03,16.6,13.8,same_day,23,0,0.81,515.97
37.72,9.3,10.5,normal,8,1,1.13,570.27
20.64,21.8,5.2,express,10,3,0.84,405.96
34.34,5.8,60.8,normal,22,1,1.32,672.08
40.01,7.3,50.4,same_day,13,0,0.78,768.62
3.84,20.5,44.7,same_day,22,0,0.7,194.52
39.33,22.2,66.8,normal,6,6,0.95,575.8
38.25,3.2,6.3,same_day,13,4,0.54,496.76
4.39,20.8,40.6,same_day,22,6,1.46,446.08
17.13,12.6,9.4,normal,18,4,1.49,422.5
44.35,15.3,41.4,express,20,1,0.51,441.28
42.8,5.2,54.5,normal,14,5,1.39,834.99
12.76,24.2,25.7,normal,14,1,1.36,358.9
10.9,17.7,14.1,express,22,3,1.15,367.89
43.16,12.4,6.6,same_day,9,0,0.65,714.01
2.4,13.5,38.0,normal,12,5,0.58,80
42.86,4.0,53.8,normal,16,2,0.53,324.9
26.87,10.9,74.9,express,14,0,1.33,836.89
13.35,14.8,9.3,same_day,23,4,1.34,584.35
22.22,5.5,67.5,same_day,19,6,0.62,403.45
24.49,21.8,13.5,express,6,0,0.63,333.56
4.67,2.2,44.5,express,8,4,1.32,257.44
23.33,20.1,49.6,normal,9,3,1.26,515.8
21.17,9.2,27.0,same_day,21,4,0.59,367.27
44.44,10.9,48.0,normal,0,3,0.95,603.54
34.14,8.7,26.3,same_day,0,1,1.3,1120.0
18.69,9.5,51.6,normal,5,5,0.74,230.87
9.42,4.3,37.7,same_day,2,0,0.98,345.12
39.22,2.9,61.1,normal,21,2,1.01,540.25
16.4,4.1,40.8,same_day,18,3,0.74,357.34
10.25,14.0,15.2,normal,10,3,0.55,110.41
28.69,4.3,31.3,express,16,6,0.95,532.69
40.53,15.5,16.8,normal,19,1,1.17,644.86
26.36,4.0,52.3,same_day,18,4,1.49,1079.06
25.9,19.7,26.9,normal,0,5,1.43,568.71
13.33,3.3,79.9,same_day,22,3,1.2,535.28
29.99,17.3,19.8,express,18,0,0.62,405.58
13.93,6.4,32.1,express,12,4,0.84,287.01
29.29,16.8,6.5,normal,17,5,1.14,481.34
13.59,0.7,59.3,same_day,12,5,1.48,672.59
11.64,6.0,1.7,normal,20,6,0.8,168.17
22.79,24.1,23.0,same_day,22,6,1.16,825.5
6.14,4.5,65.1,same_day,21,0,0.97,281.41
5.29,11.6,64.9,same_day,20,2,0.52,150.73
12.26,24.6,55.1,same_day,11,6,0.89,454.26
1.35,5.7,42.9,express,18,4,0.81,109.07
32.39,4.9,64.1,normal,17,3,0.68,325.56
24.95,3.3,28.2,express,7,2,1.26,649.76
35.07,16.2,9.9,same_day,0,5,1.23,1112.24
3.42,1.5,49.3,express,19,6,1.0,165.52
5.44,20.7,45.2,express,17,1,0.97,240.49
40.99,6.1,72.0,same_day,4,1,1.27,1324.62
23.86,9.0,33.0,normal,18,3,1.28,481.69
9.15,3.4,21.4,normal,22,6,1.06,181.25
22.24,10.8,18.0,same_day,14,3,0.9,567.54
18.08,17.5,77.7,express,18,0,0.95,451.04
27.29,10.5,6.7,normal,0,3,0.89,375.31
21.38,24.7,24.9,express,9,5,0.71,360.43
9.43,11.3,43.6,normal,10,6,0.57,113.51
12.97,21.1,36.2,express,21,5,0.64,239.39
38.09,14.3,63.2,normal,12,0,1.36,768.74
30.87,19.7,67.5,same_day,22,2,1.31,1163.14
41.26,11.2,32.2,express,12,4,1.19,924.34
1.21,20.1,33.1,normal,17,0,0.72,90.16
43.3,19.5,43.7,normal,19,5,0.73,449.64
22.01,1.5,29.3,normal,15,2,1.15,386.8
42.26,2.6,37.2,express,21,0,1.34,1049.94
34.76,17.2,6.9,express,15,6,0.9,646.9
12.0,12.6,50.5,same_day,8,1,1.29,562.32
14.43,21.0,63.1,normal,0,5,0.86,242.95
40.5,14.9,39.3,normal,6,2,0.91,556.74
31.69,8.3,40.8,same_day,10,6,0.77,666.88
9.6,7.0,2.1,same_day,1,0,1.25,410.72
2.84,2.7,26.5,express,12,4,0.69,98.32
13.19,21.1,46.5,same_day,13,5,1.17,589.75
23.17,6.2,6.8,same_day,1,6,0.53,335.01
18.55,15.4,13.2,express,10,5,0.58,247.01
1.17,2.3,16.5,normal,3,1,0.89,80
23.34,11.0,45.9,express,1,6,0.98,500.91
3.89,10.7,2.0,normal,4,1,1.4,159.06
44.4,15.8,34.5,normal,4,1,0.51,317.65
10.75,3.8,55.4,same_day,12,1,1.02,405.33
31.02,3.7,68.1,express,9,3,1.29,868.62
6.05,16.5,28.7,normal,4,3,0.93,162.88
37.47,0.8,33.3,same_day,1,0,0.61,545.32
9.47,21.0,40.4,normal,4,2,0.84,189.44
15.21,12.5,11.1,same_day,12,4,1.03,479.49
19.19,23.1,15.3,same_day,11,1,1.08,641.27
28.6,6.0,42.9,normal,10,4,1.33,586.61
39.29,19.1,60.8,express,9,5,1.02,877.64
21.52,12.5,50.4,express,12,4,0.76,388.75
4.11,20.4,16.0,normal,13,3,1.01,154.89
40.14,1.7,40.1,normal,15,6,0.77,427.5
42.71,24.8,66.0,express,11,2,0.91,815.87
22.73,10.4,44.4,same_day,13,3,0.99,662.01
20.05,3.4,27.6,same_day,16,1,1.12,644.91
41.34,17.7,5.5,express,1,2,0.56,464.86
27.91,10.2,41.1,normal,14,2,1.09,473.91
26.45,1.4,47.1,normal,9,5,1.48,607.4
9.41,22.9,44.0,normal,10,1,1.42,339.2
23.53,5.6,33.0,express,20,3,1.0,522.87
7.69,10.3,76.8,normal,6,3,1.14,231.85
23.2,2.4,2.4,same_day,5,5,1.49,872.38
8.3,16.8,55.6,express,4,1,0.62,183.23
5.27,18.0,32.9,express,1,2,1.46,321.84
17.07,14.3,46.5,same_day,3,6,0.68,363.59
6.4,3.2,40.3,same_day,5,0,0.58,164.65
26.47,7.2,43.1,same_day,17,1,1.17,850.03
11.77,4.2,35.0,express,5,5,0.88,279.05
11.15,16.3,15.1,express,21,0,1.48,464.01
22.5,11.6,17.8,normal,3,3,1.32,469.17
30.33,2.1,51.1,same_day,5,3,1.24,953.64
22.79,13.6,76.0,normal,22,6,1.13,420.37
7.67,2.9,80.0,normal,0,0,0.7,137.81
37.22,5.9,67.9,normal,18,2,0.89,459.34
34.18,7.4,18.3,same_day,6,2,1.05,921.06
8.83,10.2,61.0,normal,16,2,1.11,220.01
21.3,17.4,36.3,express,20,0,0.71,364.63
33.46,7.8,56.7,normal,2,1,1.29,607.52
36.27,24.8,6.7,same_day,0,5,1.23,1192.17
41.18,1.5,77.2,same_day,9,1,1.34,1388.76
3.68,5.9,67.7,express,21,1,1.06,211.22
5.57,14.3,1.3,normal,13,2,0.98,136.97
13.99,12.7,34.4,normal,15,2,0.9,226.7
4.45,0.7,17.9,same_day,11,4,0.96,204.28
38.05,11.4,9.4,express,6,6,0.58,437.71
28.66,13.7,63.7,same_day,23,1,0.64,516.95
